,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Suburb_Code,Train Station,Bus Station,Hospitals,Schools,Restaurants,Shopping Center,Park,Sub_Lat,Sub_Long
4793,Lot 9415/17 Swaine Street,255000.0,2020-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4794,40 MALLACOOTA Crescent,486000.0,2020-07-01,0,160000.0,2016-02-01,,,424.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4795,"Lot 628, 8 Myna Way",272000.0,2020-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4796,23 Lampard Street,650000.0,2020-07-01,0,,,,,554.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4797,804 Barwon Heads Road,512000.0,2020-07-01,0,152000.0,2010-08-01,,,399.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4798,Lot 9624/17 Vienet Avenue,279000.0,2020-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4799,31-35 Sirrom Crescent,765000.0,2020-07-01,0,,,,,703.0,,5,3,6,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4800,6 Esperance Avenue,547500.0,2020-07-01,0,,,,,350.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4801,15 Beekeeper Road,645000.0,2020-07-01,0,186000.0,2012-04-01,,,592.0,212.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4802,10 Sanderling Avenue,455000.0,2020-07-01,0,,,,,507.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4803,Lot 323 McArthur Crescent,240000.0,2020-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4804,26-28 Wild Oak Avenue,558000.0,2020-07-01,0,,,,,462.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4805,Lot 211 Atherton Street,216000.0,2020-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4806,51 Element Circuit,525000.0,2020-07-01,0,,,,,,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4807,16 Neville Drive,490000.0,2020-07-01,0,156000.0,2015-12-01,390.0,2017-03-01,337.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4808,15 Secluded Drive,605000.0,2020-07-01,0,,,,,452.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4809,11 Madeira Street,485000.0,2020-07-01,0,,,,,274.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4810,49 Lance Drive,550000.0,2020-07-01,0,,,,,448.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4811,19 KOSLOW Street,619000.0,2020-07-01,0,189000.0,2016-02-01,460.0,2019-07-01,447.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4812,Lot 310 McArthur Crescent,272000.0,2020-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4813,12 Holbrook Drive,520000.0,2020-07-01,0,,,,,571.0,,4,2,3,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4814,Lot 323/11 Element Circuit,239000.0,2020-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4815,16 Rainford Place,640000.0,2020-06-01,0,185000.0,2000-02-01,,,475.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4816,"Lot 640, 13 Pintail Road",262000.0,2020-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4817,62 Edenhope Circuit,600000.0,2020-06-01,0,,,,,447.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4818,36 Lampard Street,550000.0,2020-06-01,0,183000.0,2012-10-01,,,448.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4819,335 CHARLEMONT Road,285000.0,2020-06-01,0,185000.0,2015-09-01,,,499.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4820,17 Glide Way,585000.0,2020-06-01,0,175000.0,2014-03-01,,,449.0,172.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4821,Lot 1218 Garfield Drive,245000.0,2020-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4822,9 Rise Avenue,740000.0,2020-06-01,0,185000.0,2011-08-01,,,476.0,281.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4823,23 Fistral Street,494300.0,2020-06-01,0,,,,,336.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4824,17 Hammond Street,515000.0,2020-06-01,0,,,,,400.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4825,13 Silvercrest Way,637000.0,2020-06-01,0,188000.0,2010-06-01,,,636.0,202.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4826,2 Rutherford Grove,570000.0,2020-06-01,0,,,,,588.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4827,Lot 9222/14 McCormack Avenue,252500.0,2020-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4828,119 Ambrosia Drive,405000.0,2020-05-01,0,,,,,6348.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4829,101 Iris Loop,637000.0,2020-05-01,0,,,,,503.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4830,26 Southwinds Road,512000.0,2020-05-01,0,167000.0,2010-09-01,,,415.0,135.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4831,20 Nature Street,610000.0,2020-05-01,0,,,,,449.0,,5,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4832,Lot 85/8 Chelsea Drive,229000.0,2020-05-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4833,165 Coastside Drive,495000.0,2020-05-01,0,146000.0,2016-12-01,390.0,2017-12-01,323.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4834,18 Carter Road,579000.0,2020-05-01,0,180000.0,2010-08-01,440.0,2016-11-01,528.0,171.0,4,2,6,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4835,7 Yellowbox Avenue,595000.0,2020-05-01,0,470000.0,2017-09-01,440.0,2013-05-01,412.0,179.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4836,48 Albanel Street,540000.0,2020-05-01,0,,,,,401.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4837,45 MALLACOOTA Crescent,517000.0,2020-05-01,0,173000.0,2016-02-01,,,404.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4838,15 Romley Avenue,560000.0,2020-04-01,0,,,,,400.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4839,95 Iris Loop,550000.0,2020-04-01,0,,,,,410.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4840,16 Noosa Circuit,497500.0,2020-04-01,0,,,,,335.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4841,17 Falcon Street,430000.0,2020-04-01,0,,,,,251.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4842,17 Lance Drive,555000.0,2020-04-01,0,,,,,447.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4843,34 Sanderling Avenue,470000.0,2020-04-01,0,167000.0,2016-11-01,410.0,2020-01-01,401.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4844,24 Abode Street,260000.0,2020-04-01,0,,,,,349.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4845,2181 Warralily Boulevard,615000.0,2020-04-01,0,,,,,544.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4846,17 Coastside Drive,670000.0,2020-04-01,0,525000.0,2015-04-01,,,446.0,211.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4847,631 Sanctuary Boulevard,453900.0,2020-03-01,0,,,,,,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4848,8 Restful Way,590000.0,2020-03-01,0,,,,,446.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4849,36 Sanctuary Boulevard,787000.0,2020-03-01,0,,,,,576.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4850,2 Hammond Street,480000.0,2020-03-01,0,,,,,290.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4851,Lot 9124/178 Batten Road,255000.0,2020-03-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4852,2/5 Kookaburra Drive,425000.0,2020-03-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4853,209 Warralily Boulevard,522000.0,2020-03-01,0,,,,,447.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4854,1 Harvey Avenue,585000.0,2020-03-01,0,171000.0,2013-06-01,,,525.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4855,Lot 8115/31 Lance Drive,266500.0,2020-03-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4856,12 Ross Street,510000.0,2020-03-01,0,,,,,335.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4857,7 Carter Road,685000.0,2020-02-01,0,,,,,605.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4858,50 Lance Drive,542000.0,2020-02-01,0,184000.0,2016-08-01,440.0,2018-10-01,418.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4859,Lot 2012/46 Creekward Drive,292500.0,2020-02-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4860,19 McCormack Avenue,505000.0,2020-02-01,0,,,420.0,2019-08-01,300.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4861,23 Rochford Drive,500000.0,2020-02-01,0,159750.0,2011-11-01,420.0,2019-11-01,400.0,,5,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4862,13 Vienet Avenue,530000.0,2020-02-01,0,,,,,400.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4863,3 Falcon Street,535000.0,2020-02-01,0,,,,,495.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4864,25 Abode Street,540000.0,2020-02-01,0,,,,,399.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4865,18 Hammond Street,489000.0,2020-02-01,0,,,,,280.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4866,56 Coastside Drive,570000.0,2020-02-01,0,190000.0,2012-06-01,420.0,2018-04-01,581.0,167.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4867,Lot 9419/17 Vaughan Drive,235000.0,2020-02-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4868,2209 Warralily Boulevard,685000.0,2020-02-10,1,,,,,447.0,,4,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4869,26 Freshwater Drive,660000.0,2020-02-01,0,195000.0,2000-02-01,,,602.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4870,11 Cassava Street,250000.0,2020-02-01,0,,,,,401.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4871,16 Cassava Street,274000.0,2020-02-01,0,,,,,436.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4872,24 Prominence Boulevard,525000.0,2020-02-01,0,155000.0,2000-02-01,,,400.0,156.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4873,189 Warralily Boulevard,503000.0,2020-02-01,0,,,,,339.0,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4874,3 WHITEHAVEN Chase,460000.0,2020-02-01,0,385000.0,2017-07-01,400.0,2019-08-01,315.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4875,7 Hudson Street,545000.0,2020-02-01,0,169500.0,2012-05-01,,,507.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4876,15 Shearwater Drive,432000.0,2020-02-01,0,,,,,249.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4877,85 Southwinds Road,430000.0,2020-01-01,0,140000.0,2015-03-01,,,300.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4878,35 Jacana Way,288000.0,2020-01-01,0,,,,,511.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4879,164 Warralily Boulevard,545000.0,2020-01-01,0,162000.0,2013-09-01,,,448.0,156.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4880,20 Macedon Street,520000.0,2020-01-01,0,,,,,369.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4881,5 Rise Avenue,541000.0,2020-01-01,0,182000.0,2016-03-01,420.0,2019-12-01,425.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4882,8 Seal Street,263500.0,2020-01-01,0,,,,,391.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4883,20 Caitlin Chase,685000.0,2020-01-01,0,177000.0,2012-05-01,,,528.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4884,10 Maroubra Street,685000.0,2020-01-01,0,,,,,512.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4885,25 Lismore Street,535000.0,2020-01-01,0,,,,,369.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4886,19 Middleton Road,275000.0,2020-01-01,0,,,,,447.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4887,38 Sirrom Crescent,486000.0,2020-01-01,0,147000.0,2014-07-01,,,336.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4888,27 Vaughan Drive,507000.0,2020-01-01,0,,,,,400.0,,4,2,4,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4889,11 Flanagan Close,445000.0,2020-01-01,0,,,375.0,2019-01-01,248.0,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4890,13 Decourcy Way,525000.0,2020-01-01,0,,,,,381.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4891,9 Cootamundra Drive,630000.0,2020-01-01,0,,,,,448.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4892,307 Charlemont Road,460000.0,2020-01-01,0,165000.0,2016-03-01,420.0,2018-01-01,360.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4893,16 Bolton Street,527500.0,2019-12-01,0,,,,,447.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4894,21 Macedon Street,525000.0,2019-12-01,0,,,,,399.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4895,336 Charlemont Road,550000.0,2019-12-01,0,,,,,527.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4896,Lot 9138 152 Batten Road,281000.0,2019-12-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4897,32 Mandalay Avenue,525000.0,2019-12-01,0,,,,,399.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4898,45 Ambrosia Drive,620000.0,2019-12-01,0,,,,,500.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4899,20 ROCKINGHAM Street,510000.0,2019-12-01,0,166000.0,2015-12-01,430.0,2018-02-01,447.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4900,14 Tenneyson Close,515000.0,2019-12-01,0,164000.0,2013-11-01,,,448.0,161.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4901,Lot 504/15 Hedge Street,265000.0,2019-12-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4902,15 Sanctuary Boulevard,250000.0,2019-12-01,0,,,,,375.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4903,14-16 Ploughman Place,510000.0,2019-12-01,0,,,,,464.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4904,43 Stephenson Drive,260000.0,2019-12-01,0,,,,,399.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4905,9 Jacana Way,465000.0,2019-12-01,0,,,,,315.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4906,14 Flanagan Close,547500.0,2019-12-01,0,,,,,448.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4907,13 Ashbury Boulevard,535000.0,2019-12-01,0,,,,,447.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4908,8 Tumino Way,438000.0,2019-12-01,0,145000.0,2014-06-01,355.0,2015-05-01,339.0,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4909,13 Booker Place,525000.0,2019-12-01,0,109000.0,2015-11-01,430.0,2019-10-01,279.0,,4,2,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4910,15 Silky Oak Lane,550000.0,2019-11-01,0,451000.0,2014-11-01,,,512.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4911,Lot 336 6 Anglet Way,320000.0,2019-11-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4912,Lot 9809 37 Stephenson Drive,285000.0,2019-11-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4913,42 Snedden Street,545000.0,2019-11-01,0,,,,,450.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4914,39 Iris Loop,545000.0,2019-11-01,0,,,400.0,2019-08-01,400.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4915,Lot 717 Element Circuit,479990.0,2019-10-01,0,,,,,,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4916,18 Southwinds Road,505000.0,2019-10-01,0,172000.0,2010-12-01,360.0,2015-11-01,453.0,151.0,3,1,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4917,21 Coastside Drive,555000.0,2019-10-01,0,490000.0,2016-07-01,,,400.0,170.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4918,9 ACKLAND Street,415000.0,2019-10-01,0,113000.0,2015-12-01,,,218.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4919,7 Chucklecreek Lane,470000.0,2019-10-01,0,147500.0,2014-10-01,365.0,2017-06-01,334.0,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4920,18 Rottness Drive,540000.0,2019-10-01,0,,,440.0,2019-11-01,400.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4921,15 Albanel Street,515000.0,2019-10-01,0,,,,,293.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4922,Lot 502 20 Corella Road,267000.0,2019-10-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4923,11 Cloudbreak Street,560000.0,2019-10-01,0,173000.0,2014-05-01,,,439.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4924,4 Kookaburra Drive,431500.0,2019-10-01,0,,,,,237.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4925,Lot 84 6 Chelsea Drive,265000.0,2019-10-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4926,11 Trinity Way,442500.0,2019-10-01,0,144900.0,2016-05-01,350.0,2016-11-01,299.0,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4927,4 Vaughan Drive,270000.0,2019-10-01,0,,,,,449.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4928,49 Hedge Street,238000.0,2019-10-01,0,,,,,351.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4929,58 Southwinds Road,528000.0,2019-10-01,0,,,,,402.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4930,10 Coastside Drive,620000.0,2019-10-01,0,192250.0,2014-09-01,500.0,2018-03-01,496.0,185.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4931,111 Coastside Drive,540000.0,2019-10-01,0,,,,,448.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4932,5 Daybreak Avenue,540000.0,2019-10-01,0,197500.0,2016-01-01,450.0,2019-11-01,617.0,178.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4933,67 Southwinds Road,480000.0,2019-10-01,0,,,,,298.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4934,22 Vaughan Drive,530000.0,2019-10-01,0,,,,,399.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4935,LOT 332 Flannery Circuit,410921.0,2019-10-01,0,,,,,,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4936,17 Carisbrook Street,475000.0,2019-09-01,0,,,,,271.0,,4,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4937,Lot 526 40 Hedge,255000.0,2019-09-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4938,3 Forresters Way,590000.0,2019-09-01,0,,,,,512.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4939,20 Fistral Street,280000.0,2019-09-01,0,,,,,512.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4940,13 Mistybrook Place,555000.0,2019-09-01,0,183000.0,2010-07-01,400.0,2017-01-01,586.0,189.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4941,Lot 535 6 Amiable Parade,290000.0,2019-09-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4942,14 Jindabyne Street,595000.0,2019-09-01,0,,,,,511.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4943,90 Southwinds Road,495000.0,2019-09-01,0,425000.0,2017-08-01,,,451.0,163.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4944,Lot 7513 64 Iris Loop,240000.0,2019-09-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4945,23 Beekeeper Road,515000.0,2019-09-01,0,169000.0,2000-02-01,,,441.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4946,18 Ackland Street,625000.0,2019-08-01,0,,,,,520.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4947,56 Southwinds Road,530000.0,2019-08-01,0,,,,,444.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4948,193 Warralily Boulevard,540000.0,2019-08-01,0,,,,,476.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4949,14 Swaine Street,345000.0,2019-08-01,0,,,,,600.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4950,7 Lismore Street,530000.0,2019-08-01,0,,,,,498.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4951,5 Spoonbill Drive,230000.0,2019-08-01,0,,,410.0,2020-08-01,447.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4952,6 Creekward Drive,550000.0,2019-08-01,0,149000.0,2000-02-01,,,447.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4953,34 Holbrook Drive,580000.0,2019-08-01,0,,,,,511.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4954,LOT 325 Flannery Circuit,449073.0,2019-08-01,0,,,,,263.0,157.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4955,16 Rottness Drive,550000.0,2019-08-01,0,,,,,400.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4956,24 Mcmahon Avenue,555000.0,2019-08-01,0,177000.0,2012-07-01,,,501.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4957,13 Caitlin Chase,680000.0,2019-08-01,0,177000.0,2010-06-01,,,528.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
