,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
42713,3444457.0,T20160016185,ABS to receive accident,Finished,20/7/2016,18.00.00,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),Yes,Dusk/Dawn,Yes,Cross intersection,Other injury accident,70 km/hr,No,50186.0,144.34774,-38.18192,Intersection,GEELONG,SOUTH WESTERN REGION,2442849.567,2368634.9590000003,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
42735,3444479.0,T20160016984,ABS to receive accident,Finished,3/8/2016,08.00.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,No,314063.0,144.33953,-38.2104,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442151.895,2365468.633,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Divided,Div,Country
42784,3444528.0,T20160016632,ABS to receive accident,Finished,30/7/2016,14.00.00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,307865.0,144.42423,-38.16847,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2449542.211,2370171.379,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
42805,3444549.0,T20160015869,ABS to receive accident,Finished,20/7/2016,18.10.00,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,No,49755.0,144.3455,-38.09986,Intersection,GEELONG,SOUTH WESTERN REGION,2442590.081,2377742.925,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
42849,3444593.0,T20160017068,ABS to receive accident,Finished,3/8/2016,07.15.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,No,307703.0,144.37785,-38.16939,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2445478.432,2370044.042,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
42874,3444618.0,T20160016260,ABS to receive accident,Finished,25/7/2016,19.22.00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,306440.0,144.38136,-38.18009,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2445793.654,2368858.23,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
42886,3444630.0,T20160016682,ABS to receive accident,Finished,16/7/2016,22.12.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,50001.0,144.36541,-38.155570000000004,Intersection,GEELONG,SOUTH WESTERN REGION,2444378.12,2371570.529,4.0,4.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
42915,3444659.0,T20160015932,ABS to receive accident,Finished,21/7/2016,14.00.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,49677.0,144.35848000000001,-38.07719,Intersection,GEELONG,SOUTH WESTERN REGION,2443711.489,2380266.9669999997,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
42952,3444696.0,T20160017115,ABS to receive accident,Finished,5/8/2016,00.30.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,T intersection,Fatal accident,60 km/hr,Yes,49840.0,144.34295,-38.13109,Intersection,GEELONG,SOUTH WESTERN REGION,2442390.7369999997,2374274.294,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
42960,3444704.0,T20160015946,ABS to receive accident,Finished,21/7/2016,16.10.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,306280.0,144.35363,-38.11974,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443318.488,2375540.653,9.0,2.0,0.0,0.0,2.0,7.0,6.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,5.0,0.0,5.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
42995,3444739.0,T20160017126,ABS to receive accident,Finished,5/8/2016,08.25.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,50 km/hr,No,49955.0,144.33465,-38.149809999999995,Intersection,GEELONG,SOUTH WESTERN REGION,2441677.293,2372191.319,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
43003,3444747.0,T20160017145,ABS to receive accident,Finished,26/7/2016,11.00.00,No,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,308845.0,144.36848,-38.151720000000005,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2444644.318,2372000.039,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
43055,3444799.0,T20160017172,ABS to receive accident,Finished,10/3/2016,15.45.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Unk.,No,Cross intersection,Other injury accident,60 km/hr,No,49747.0,144.3339,-38.098490000000005,Intersection,GEELONG,SOUTH WESTERN REGION,2441571.735,2377887.715,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
43077,3444821.0,T20160016372,ABS to receive accident,Finished,26/7/2016,18.10.00,Yes,Collision with vehicle,Tuesday,RIGHT REAR.,No,Unk.,No,T intersection,Other injury accident,60 km/hr,No,316242.0,144.34021,-38.14594,Intersection,GEELONG,SOUTH WESTERN REGION,2442162.02,2372624.511,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
43080,3444824.0,T20160016377,ABS to receive accident,Finished,27/7/2016,13.33.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,29938.0,144.35637,-38.091440000000006,Intersection,GEELONG,SOUTH WESTERN REGION,2443537.115,2378684.089,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
43138,3444882.0,T20160016418,ABS to receive accident,Finished,28/7/2016,07.40.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,50228.0,144.35862,-38.19153,Intersection,GEELONG,SOUTH WESTERN REGION,2443809.85,2367574.699,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
43148,3444892.0,T20160016814,ABS to receive accident,Finished,1/8/2016,16.02.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,306681.0,144.45954,-38.26708,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2452698.571,2359242.57,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
43149,3444893.0,T20160016815,ABS to receive accident,Finished,1/8/2016,15.00.00,No,Collision with a fixed object,Monday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,307974.0,144.35876000000002,-38.18111,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443814.193,2368731.225,5.0,2.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
43164,3444908.0,T20160017229,ABS to receive accident,Finished,6/8/2016,13.15.00,No,Collision with vehicle,Saturday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,307108.0,144.33721,-38.136390000000006,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2441891.1890000002,2373682.631,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
43179,3444923.0,T20160016420,ABS to receive accident,Finished,8/7/2016,10.00.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,Not known,No,53343.0,144.36878000000002,-38.07537,Intersection,GEELONG,SOUTH WESTERN REGION,2444614.176,2380474.485,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
43186,3444930.0,T20160016438,ABS to receive accident,Finished,15/7/2016,16.04.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,50 km/hr,No,287363.0,144.35561,-38.18776,Intersection,GEELONG,SOUTH WESTERN REGION,2443542.869,2367991.044,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
43240,3444984.0,T20160016470,ABS to receive accident,Finished,28/7/2016,16.45.00,No,Collision with vehicle,Thursday,LEFT TURN SIDESWIPE,No,Dusk/Dawn,No,T intersection,Serious injury accident,60 km/hr,No,54497.0,144.35289,-38.151990000000005,Intersection,GEELONG,SOUTH WESTERN REGION,2443278.095,2371960.2169999997,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
43305,3445049.0,T20160016884,ABS to receive accident,Finished,2/8/2016,16.43.00,No,Collision with vehicle,Monday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,70 km/hr,No,306683.0,144.35265,-38.12386,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443235.835,2375082.722,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
43368,3445112.0,T20160014479,ABS to receive accident,Finished,3/7/2016,17.57.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,Not at intersection,Other injury accident,80 km/hr,No,306183.0,144.33912,-38.21347,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442118.496,2365127.578,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Divided,Div,Country
43446,3445190.0,T20160015386,ABS to receive accident,Finished,15/7/2016,08.25.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,306692.0,144.38901,-38.15761,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2446447.891,2371357.51,4.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
43453,3445197.0,T20160015791,ABS to receive accident,Finished,19/7/2016,23.15.00,Yes,Collision with a fixed object,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,T intersection,Fatal accident,100 km/hr,Yes,305992.0,144.48112,-38.19377,Intersection,GEELONG,SOUTH WESTERN REGION,2454543.308,2367391.656,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
43528,3445272.0,T20160014561,ABS to receive accident,Finished,4/7/2016,16.30.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,57030.0,144.35583,-38.037259999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2443449.486,2384696.741,6.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
43533,3445277.0,T20160015014,ABS to receive accident,Finished,10/7/2016,09.35.00,Yes,Collision with vehicle,Sunday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,305766.0,144.35736,-38.16261,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443677.759,2370784.631,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,1.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
43536,3445280.0,T20160015017,ABS to receive accident,Finished,9/7/2016,14.11.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,49744.0,144.30501,-38.09738,Intersection,GEELONG,SOUTH WESTERN REGION,2439037.1040000003,2377992.725,3.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,A,"A,C",Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Country
43609,3445353.0,T20160014146,ABS to receive accident,Finished,28/6/2016,13.59.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,35262.0,144.35143,-38.15461,Intersection,GEELONG,SOUTH WESTERN REGION,2443151.949,2371668.964,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
43685,3445429.0,T20160014642,ABS to receive accident,Finished,3/2/2016,16.00.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,305587.0,144.60406,-38.17713,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2465305.462,2369290.204,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,1.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
43735,3445479.0,T20160014662,ABS to receive accident,Finished,25/5/2016,15.50.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Unk.,No,T intersection,Other injury accident,Not known,No,50114.0,144.3244,-38.17152,Intersection,GEELONG,SOUTH WESTERN REGION,2440795.724,2369775.648,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
43759,3445503.0,T20160015552,ABS to receive accident,Finished,16/7/2016,13.15.00,No,Collision with vehicle,Saturday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,50207.0,144.33209,-38.18506,Intersection,GEELONG,SOUTH WESTERN REGION,2441480.605,2368276.6890000002,4.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
43801,3445545.0,T20160015170,ABS to receive accident,Finished,12/7/2016,14.59.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,55960.0,144.34493,-38.18244,Intersection,GEELONG,SOUTH WESTERN REGION,2442603.734,2368575.267,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,"A,B",Arterial Highway,Arterial Highway,Divided,Div,Country
43820,3445564.0,T20160014250,ABS to receive accident,Finished,30/6/2016,06.55.00,No,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,50164.0,144.37681,-38.17968,Intersection,GEELONG,SOUTH WESTERN REGION,2445394.22,2368900.2630000003,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
43871,3445615.0,T20160014276,ABS to receive accident,Finished,30/6/2016,17.15.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,80 km/hr,No,15443.0,144.33792,-38.219609999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2442017.449,2364445.4930000002,3.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
